title,category,lang
"Як в жіночому русі ""За майбутнє"" долають стереотипи",Думки,uk
"Чому законопроекти ""Про залізничний транспорт"" та ""Про НКРТ"" потрібно ухвалити одночасно",Думки,uk
Емоційний досвід — важлива складова розвитку: як дітям отримати його за умов карантину?,Думки,uk
Дискусія навколо Дія Сіті: про що вдається домовитися IT-cпільноті з законотворцями,Думки,uk
Нові правила для колекторів. Що зміниться та чого очікувати боржникам?,Думки,uk
Екоподаток: час переходити від точкових законопроєктів до комплексної реформи,Думки,uk
"Освіта, закон, інновації. Кілька корисних уроків для України від ОАЕ",Думки,uk
Законопроєкт про конституційну процедуру: які подальші кроки має зробити Україна,Думки,uk
Боротьба з тіньовою зайнятістю: чи ефективні механізми пропонуються до прийняття?,Думки,uk
"Декарбонізація: що треба зробити, щоб в Україні електромобілі стали масовими?",Думки,uk
Чому кібербезпека має особливе значення під час пандемії коронавірусу? ,Думки,uk
За жизнь нужно бороться,Думки,uk
Зміни клімату: чому це важливо для кожного з нас?,Думки,uk
Податкові перевірки: бути чи не бути,Думки,uk
У Кропивницькому пронісся смерч,Екологія,uk
У Києві розпочалась метеорологічна осінь,Екологія,uk
"Канада, Норвегія і Литва рекомендують не інвестувати в Україну через кризу в ""зеленій"" енергетиці",Екологія,uk
На півдні Туреччини вирує масштабна лісова пожежа,Екологія,uk
Рибоохоронний патруль зафіксував масову загибель хамси у Молочному лимані,Екологія,uk
Наступного тижня Україну накриють рясні дощі і мокрий сніг,Екологія,uk
"Військовий літак зробив знімки гігантського айсберга, що дрейфує до острова в Атлантиці",Екологія,uk
В Україні оголошено штормове попередження,Екологія,uk
"Забруднення нафтою акваторії у Чорноморську зобов'язали ліквідувати власника ""Аметиста""",Екологія,uk
"Науковці створили штучний та біонічний листки, за допомогою яких вироблятимуть паливо",Екологія,uk
Україна припиняє вивезення відпрацьованого ядерного палива до РФ,Екологія,uk
Харківський бабак Тимко ІІІ навіщував ранню весну,Екологія,uk
Нейромережа та супутники допомогли науковцям полічити слонів у Південній Африці,Екологія,uk
"ООН: Земля щороку втрачає більш як 1,6 мільйона гектарів лісів",Екологія,uk
Жовтий рівень небезпеки у Києві: увечері туман із сильним вітром,Екологія,uk
"Січень 2021 року буде теплішим за середні багаторічні значення, - Укргідрометцентр",Екологія,uk
"Запаси питної води зменшуються у всьому світі, ситуація критична, - НАСА",Екологія,uk
У 2020 році природні лиха у США завдали збитків на майже $100 млрд,Екологія,uk
Виверження вулкана в Гватемалі забрало життя 25 людей,Екологія,uk
"Над Антарктикою ""закрилася"" одна з найбільших озонових дір",Екологія,uk
"Найвищі темпи зникнення лісів спостерігаються в Бразилії, Болівії та Аргентині, - звіт WWF",Екологія,uk
Світовий океан у 2020 році поглинув рекордну кількість тепла,Екологія,uk
"В Асканії-Новій може загинути увесь ""молодняк"" сірих журавлів",Екологія,uk
На Землю насуваються дві магнітні бурі,Екологія,uk
Президент ввів у дію рішення РНБО щодо нейтралізації загроз в атомній енергетиці,Екологія,uk
"Україна і Японія погодили проекти на 3,8 млрд грн",Екологія,uk
У деяких регіонах України очікують підтоплення житлових будинків,Екологія,uk
На Житомирщині воюють з титановими копальнями Фірташа (фото),Екологія,uk
На японській АЕС трапився черговий витік радіоактивної води,Екологія,uk
"У Тихому океані біля Японії зафіксовано землетрус магнітудою 6,6",Екологія,uk
У Києві відбудеться екофестиваль «Автостопом по Галактиці»,Екологія,uk
Сільрада на Львівщині закрила Грибовицьке сміттєзвалище,Екологія,uk
На Полтавщині другий день горить торфовище,Екологія,uk
"Льодові покриви зникають на Землі рекордними темпами, - дослідження",Екологія,uk
"Через снігопад Одесу закрили для вантажівок, транспорт стоїть в заторах",Екологія,uk
На Вінниччині лісівники розпочали щорічний облік диких тварин,Екологія,uk
"До України прийдуть снігопади, можливе припинення руху транспорту і знеструмлення населених пунктів",Екологія,uk
У Китаї продаватимуть сертифікати на викиди вуглекислого газу,Екологія,uk
Лютий в Україні почнеться з похолодання та рясних снігопадів,Екологія,uk
ООН допоможе розробити стратегію боротьби з повенями на Прикарпатті,Екологія,uk
"Від Антарктиди відколовся айсберг розміром з Нью-Йорк, - NASA",Екологія,uk
Міндовкілля встановило ліміти на вилов біоресурсів у 2021 році,Екологія,uk
У ДСНС попереджають про значну сніголавинну небезпеку в Карпатах,Екологія,uk
У понеділок циклон принесе до України сильні снігопади,Екологія,uk
Екологічні порушення в Україні відстежуватимуть за допомогою супутникових знімків,Екологія,uk
Київ знову увійшов до топ-20 міст світу з найбруднішим повітрям,Екологія,uk
Білл Гейтс назвав дві найстрашніші для світу загрози,Екологія,uk
"На Орегон налетів крижаний шторм, сотні тисяч людей залишилися без електроенергії",Екологія,uk
Гейтс хоче інвестувати в найближчі п'ять років $2 млрд на порятунок клімату,Екологія,uk
"В Україні почастішають посухи та суховії, - метеорологи",Екологія,uk
Укргідрометцентр оголосив штормове попередження по Україні на 7 березня,Екологія,uk
До України йде різке потепління,Екологія,uk
Шлейф з пилу і піску рухається в бік Європи з пустелі Сахара,Екологія,uk
У лісових господарствах Прикарпаття провели обшуки через незаконну рубку,Екологія,uk
Україна закликала ООН оцінити екологічні збитки на тимчасово окупованих територіях Донбасу,Екологія,uk
На Черкащині розцвіли підсніжники,Екологія,uk
На Вінниччині до прильоту птахів розвішали майже дві тисячі шпаківень,Екологія,uk
"Пісок із Сахари повернув у Європу цезій від старих ядерних випробувань Франції, - ЗМІ",Екологія,uk
У південних областях України запустять проєкт із відновлення зрошення,Екологія,uk
"Україна має збільшити територію природно-заповідного фонду до 30%, - депутатка",Екологія,uk
В Ісландії зафіксовано сильний землетрус,Екологія,uk
На Донеччині споруджують селекційно-насіннєвий центр відновлення лісів,Екологія,uk
У Києві запрацювали перші пункти моніторингу якості повітря,Екологія,uk
Зросла кількість постраждалих від землетрусу у Японії,Екологія,uk
У заповіднику &quot;Асканія-Нова&quot; знову загинули сірі журавлі,Екологія,uk
На боротьбу з вогнем у Сирії залучили армійські вертольоти,Екологія,uk
Друга поспіль ніч у Києві виявилася найтеплішою за 139 років,Екологія,uk
На Вінниччині з території колишнього сміттєзвалища зібрали перший урожай яблук,Екологія,uk
Столиця України зайняла третє місце у світовому рейтингу міст з найбруднішим повітрям,Екологія,uk
"Генcек ООН заявив, що людство на Землі може не дожити до наступного століття через кліматичні зміни",Екологія,uk
"Температура вод Атлантичного океану зараз найвища за останні 2900 років, - науковці",Екологія,uk
"SpaceX успішно вивела на орбіту ще 60 інтернет-супутників Starlink, довівши угруповання до 833 апаратів",Наука,uk
Штучний інтелект допоміг класифікувати нові кратери на Марсі,Наука,uk
NASA об'єднується з Nokia для будівництва мережі 4G на Місяці,Наука,uk
Ракета SpaceX стартувала на орбіту з новою партією з 60 інтернет-супутників Starlink,Наука,uk
Американська компанія SpaceX готується запустити на орбіту третю групу інтернет-супутників,Наука,uk
"Українсько-американська ракета Alpha полетить у космос 22 грудня, - Firefly Aerospace",Наука,uk
Робот-пес заміряв радіацію у Зоні відчуження,Наука,uk
"Британський бізнесмен винайшов технологію, яка дозволяє створити алмази з атмосферного вуглецю",Наука,uk
SpaceХ готує тестовий запуск міжпланетного корабля Starship,Наука,uk
"Україна приєдналась до програми NASA з дослідження Місяця і Марса ""Артеміда""",Наука,uk
Китай запустив у космос перший у світі тестовий супутник зв’язку 6G,Наука,uk
Вчені виявили радіохвилі в Чумацькому Шляху,Наука,uk
"Астронавтка NASA зібрала перший урожай редиски, вирощеної на МКС",Наука,uk
NASA придбає зразки місячного ґрунту у чотирьох компаній,Наука,uk
SpaceX запустила на орбіту супутник для вивчення океану,Наука,uk
Вчені виявили мікропластик на вершині Евересту,Наука,uk
"Hubble зафільмував незвичайні тіні, що проходять крізь чорну діру",Наука,uk
Астрономи нанесли на мапу південного неба близько мільйона галактик,Наука,uk
"Artemis Space Launch System  дозволить у 2024 році здійснити пілотований політ на Місяць, - NASA",Наука,uk
У Києві вчетверте пройде науковий лекторій з нобелівських нагород Nobilitet 2020,Наука,uk
У грудні Юпітер і Сатурн наблизяться одне до одного на мінімальну за 800 років відстань,Наука,uk
Китайський космічний апарат здійснив посадку на Місяць для забору ґрунту вперше за 44 роки,Наука,uk
Китай розгорнув свій прапор на Місяці за допомогою зонду,Наука,uk
Китайські науковці заявили про створення найточнішого у світі годинника,Наука,uk
У Японії показали капсулу зі зразками породи з астероїда Рюгу,Наука,uk
"До вбивства іранського фізика-ядерника було залучено штучний інтелект, - розслідування",Наука,uk
Телескоп Hubble показав найбільше кільце Ейнштейна у Всесвіті,Наука,uk
Астрономи зафіксували радіохвилі від зірки Проксима Центавра,Наука,uk
"NASA представило команду астронавтів, яких готують для польоту на Місяць",Наука,uk
У Японії схвалили продаж першого продукту з модифікованим геномом,Наука,uk
"У токсичній печері, що була ізольована 5,5 млн років, виявили 51 вид істот, з яких 34 унікальні",Наука,uk
"Антибіотики з тарганів можуть рятувати життя, - науковці з ОАЕ",Наука,uk
Через ускладнення від COVID-19 помер професор Ігор Скочиляс,Наука,uk
"Сатурн і Юпітер стануть ""Вифлеємською зіркою"" 21 грудня",Наука,uk
SpaceX тестує новий спосіб приземлення ракет,Наука,uk
Зеленський запросив Ілона Маска відвідати музей космонавтики ім. Корольова в Житомирі,Наука,uk
"Дослідники розробили пристрій, що вимірює рівень стресу у рослин",Наука,uk
NASA і ESA запустили міжпланетний інтернет,Наука,uk
SpaceX запустила ракету Falcon 9 із геостаціонарним супутником SES-12 (відео),Наука,uk
"Над Африкою вибухнув астероїд, - NASA (відео)",Наука,uk
Астрономи відкрили екзопланету з трьома сонцями,Наука,uk
Проєкт інженерів із Дніпра переміг у конкурсі NASA,Наука,uk
Україна продовжила на три роки програму з дослідження Антарктики,Наука,uk
"Штучний інтелект виявив 1210 гравітаційних лінз, що викривляють час і простір",Наука,uk
У Харкові провели випробування вітчизняного іонно-плазмового космічного двигуна,Наука,uk
SpaceX запустила ракету з рекордною кількістю супутників,Наука,uk
Янукович скасував рішення уряду про об’єднання двох львівських вишів,Наука,uk
SpaceX планує відправити людину на Марс до 2025 року,Наука,uk
Прототип корабля для міжпланетних подорожей компанії SpaceX розбився при посадці,Наука,uk
SpaceX 1 лютого планує повторити власний рекорд доставки супутників,Наука,uk
SpaceX запустила на орбіту ще 60 супутників,Наука,uk
Космічний зонд ОАЕ у вівторок має дістатися Марса,Наука,uk
У найближчі 10 років NASA відправить першу жінку на Місяць,Наука,uk
"Зеленський нагородив українських полярників з нагоди 25-річчя української антарктичної станції ""Академік Вернадський""",Наука,uk
Космічний зонд ОАЕ Al Amal дістався орбіти Марса,Наука,uk
Україна планує запустити супутник ракетою компанії SpaceX,Наука,uk
"Китайський зонд ""Тяньвень-1"" вийшов на орбіту Марса",Наука,uk
Пентагон навчився виробляти електрику у космосі,Наука,uk
Австралійські вчені представили спосіб 3D-друку кісток прямо в тілі пацієнта,Наука,uk
До Землі сьогодні наблизиться астероїд розміром зі стадіон,Наука,uk
"У Житомирі розробили мобільний застосунок, що візуалізує планети у 3D-форматі",Наука,uk
"Дослідники виявили на Сонці частинки, небезпечні для життя на Землі",Наука,uk
Автопілоти Tesla і Google порівняли в однакових умовах,Наука,uk
Науковці з Китайської академії зробили знімок сонячної корони,Наука,uk
Марсохід Perseverance записав перші звуки свого пересування Червоною планетою,Наука,uk
Марсохід Perseverance передав знімки з марсіанського кратера Єзеро,Наука,uk
Завдяки зонду InSight вчені визначили розмір та склад ядра Марса,Наука,uk
SpaceX сформувала перший в історії комерційний екіпаж космічного корабля,Наука,uk
Прототип космічного корабля Starship компанії SpaceX вибухнув під час посадки,Наука,uk
Маск назвав можливу причину аварії прототипу корабля  Starship під час випробувань,Наука,uk
Сполучені Штати підтримують приєднання України до НАТО,Наука,uk
Ракета SpaceX стартувала на орбіту з новою групою з 60 інтернет-супутників Starlink,Наука,uk
Компанія Blue Origin запустила ракету для тестування посадки на Місяці,Наука,uk
Георгій Зантарая: «Спортивну інфраструктуру Києва ще можна врятувати»,Спорт,uk
Українка виборола бронзову нагороду на чемпіонаті Європи з гірського велоспорту,Спорт,uk
Ще троє гравців збірної України з футболу захворіли на коронавірус,Спорт,uk
Баскетболістки збірної України перемогли Фінляндію у відборі Євро-2021,Спорт,uk
Старікова виграла п'яту медаль чемпіонату Європи з велотреку в Пловдиві,Спорт,uk
Визначилися всі учасники футбольного Євро-2020,Спорт,uk
Збірна України з футболу дізналася останнього суперника на Євро-2020,Спорт,uk
Матч Ліги націй УЄФА Швейцарія - Україна скасували,Спорт,uk
"Українська дзюдоїстка здобула ""бронзу"" чемпіонату Європи в Чехії",Спорт,uk
Днепр-1 - Шахтер - 0:1: видео матча УПЛ,Спорт,uk
Серфінг і брейкданс включили до програми Олімпіади-2024 у Парижі,Спорт,uk
Українка Харлан вп'яте завершила сезон лідером світового рейтингу фехтувальників,Спорт,uk
Помер Дієго Марадона,Спорт,uk
У Львові демонструють олімпійські надії міста,Спорт,uk
Матч Динамо – Ювентус будет судить француженка Стефани Фраппар,Спорт,uk
УЄФА присудила збірній України технічну поразку в матчі зі Швейцарією,Спорт,uk
"Шевченко відреагував на технічну поразку від Швейцарії, яку УЄФА присудила збірній України",Спорт,uk
Жіноча збірна України з біатлону стала п’ятою в естафеті в Контіолахті,Спорт,uk
"Син Міхаеля Шумахера став чемпіоном серії ""Формула-2""",Спорт,uk
Лікаря Марадони звинуватили у ненавмисному вбивстві,Спорт,uk
Збірна України з біатлону посіла 13 місце в естафеті на австрійському етапі Кубка світу,Спорт,uk
В Австрії в естафеті Кубка світу з біатлону українки прийшли сьомими,Спорт,uk
Українець Підручний фінішував у топ-10 спринту Кубка світу з біатлону,Спорт,uk
"Українка Ріжко здобула ""золото"" Кубка світу зі спортивної боротьби",Спорт,uk
"В Україні стартував Чемпіонат з біатлону без глядачів, є перші переможці",Спорт,uk
Світоліна вийшла в 1/8 фіналу турніру в Абу-Дабі,Спорт,uk
Українку Дар’ю Білодід визнали найкращою дзюдоїсткою 2019-2020 років,Спорт,uk
Хокей. Збірна України розгромила команду Іспанії,Спорт,uk
Володимир Кличко сьогодні буде захищати свої титули в бою проти польського боксера Маріуша Ваха,Спорт,uk
Алі Башир: Кличко нокаутує Ваха до п'ятого раунду,Спорт,uk
Одеса вшосте прийматиме Суперкубок України з футболу,Спорт,uk
Українки на ЧЄ-2018 з художньої гімнастики здобули п'ять медалей,Спорт,uk
Українська сноубордистка виграла золото на етапі Кубка Європи,Спорт,uk
Жіноча збірна України здобула бронзову медаль на Чемпіонаті світу з біатлону,Спорт,uk
Ломаченко: Я за себя постою (фото),Спорт,uk
Український біатлоніст Артем Прима став чемпіоном Європи в гонці переслідування,Спорт,uk
Після марафону у 20-градусний мороз кільком лижникам загрожує ампутація пальців,Спорт,uk
"Київське ""Динамо"" може очолити нідерландський фахівець",Спорт,uk
Михайла Фоменка залишили тренувати збірну України з футболу до 2015 року,Спорт,uk
Україна піднялася на три рядки в рейтингу ФІФА,Спорт,uk
МОК ще не ухвалив рішення щодо присутності глядачів на Іграх в Токіо,Спорт,uk
Україна здобула бронзу на ЧЄ з біатлону в змішаній естафеті,Спорт,uk
Українська біатлоністка здобула &quot;срібло&quot; у спринті Кубка світу,Спорт,uk
Японська тенісистка Осака вдруге виграла Australian Open,Спорт,uk
Українські тенісисти дізналися своїх суперників на Australian Open,Спорт,uk
Українська легкоатлетка здобула срібло на турнірі в Німеччині,Спорт,uk
Двоє українок успішно фінішували в топ-20 на чемпіонаті світу з біатлону,Спорт,uk
Світоліна вийшла до 1/8 фіналу Australian Open,Спорт,uk
Світоліна сенсаційно програла у чвертьфіналі Roland Garros,Спорт,uk
Бех-Романчук взяла &quot;золото&quot; на ЧЄ з легкої атлетики,Спорт,uk
На етапі Кубка Європи з лижної акробатики українці вибороли &quot;срібло&quot; та &quot;бронзу&quot;,Спорт,uk
Українки посіли перші два місця в стрибках у висоту на ЧЄ з легкої атлетики,Спорт,uk
Збірна України з фехтування не кваліфікувалась на Олімпіаду,Спорт,uk
Україна стала п’ятою в змішаній естафеті на етапі Кубка світу з біатлону,Спорт,uk
Олександр Корж і його світ Араши Карате,Спорт,uk
Світоліна успішно стартувала на турнірі WTA в Маямі,Спорт,uk
Збірна України зіграє з Фінляндією у відборі чемпіонату світу-2022 з футболу,Спорт,uk
Світоліна вийшла до чвертьфіналу турніру WTA в Маямі,Спорт,uk
"Фонсека может вернуться в &quot;Шахтер&quot;,  – СМИ",Спорт,uk
Українська важкоатлетка виборола три золота на чемпіонаті Європи,Спорт,uk
Олександр Шовковський увійшов до складу збірної України перед матчем з Францією,Спорт,uk
Криштиану Роналду заболел коронавирусом,Спорт,uk
Україна – Німеччина: анонс матчу Ліги Націй УЕФА,Спорт,uk
Міжнародна плавальна ліга розпочинає другий сезон,Спорт,uk
Світоліна залишилась у топ-5 рейтингу найкращих тенісисток світу,Спорт,uk
Вперше в історії Україна перемогла Іспанію в матчі Ліги Націй,Історія,uk
Бібліотека українського мистецтва виклала у вільний доступ оцифровані журнали XX століття,Історія,uk
Інститут нацпам’яті закликав відновити імена воїнів УПА на горі Монастир,Історія,uk
У Вінниці українські та зарубіжні науковці презентують власні дослідження з усної історії,Історія,uk
Вінничани на вихідних готуватимуть гарбузові страви у помпейській печі,Історія,uk
У Вінниці презентували виставку до 100-річчя Варшавської битви,Історія,uk
Українці в США вшанували пам'ять жертв Голодомору,Історія,uk
На Хортиці знайшли поховання скіфського воїна віком близько 2500 років,Історія,uk
В Україні створено електронну базу даних жертв репресій комуністичного режиму,Історія,uk
Історична сенсація: в Османському архіві знайшли оригінали текстів Брест-Литовського мирного договору,Історія,uk
У Сербії почали ексгумацію поховання часів війни в Косові,Історія,uk
"У СКУ працюють над тим, аби Голодомор визнали геноцидом українців у всіх країнах ООН",Історія,uk
В Анкарі біля посольства України відкрили виставку присвячену Голодомору,Історія,uk
В парламенті Хорватії виступили із засудженням Голодомору і вшанували його жертв,Історія,uk
"Туреччина передала Україні факсимільну копію Брест-Литовського мирного договору, знайденого у Стамбулі",Історія,uk
Зеленський: Спільними зусиллями ми зможемо відновити багато унікальних пам'яток культури,Історія,uk
Археологи знайшли під Мехіко вежу з черепів,Історія,uk
"Українські євреї звернулися до громадянського суспільства, щоб не допустити осквернення пам' яті жертв Бабиного Яру",Історія,uk
У Києві після реставрації відкрили Андріївську церкву,Історія,uk
Держархів оприлюднить понад 10 мільйонів сканкопій документів про Голокост,Історія,uk
Вінницький архів оприлюднив рідкісні документи,Історія,uk
У Львові перепоховали майже пів тисячі жертв політичних репресій комуністичного режиму,Історія,uk
На  Волині  встановили  пам’ятний  знак на  місці головної ставки УПА-Північ,Історія,uk
У Миколаєві планують створити перший міський музей,Історія,uk
Викопаний у лісі архів УПА виклали онлайн,Історія,uk
27 січня на UA: ПЕРШИЙ відбудеться прем’єра фільму про Голокост,Історія,uk
Врятовані документи з викопаного повстанського архіву опубліковані онлайн,Історія,uk
"Зеленський: Ми повинні робити навіть більше, ніж можливо, для збереження правди про Голокост",Історія,uk
Похорон Тетчер відбудеться 17 квітня в Соборі св. Павла,Історія,uk
Колесніченко без дозволу передрукував статті західних істориків,Історія,uk
Стартувало голосування за 7 найкращих міст та містечок України,Історія,uk
Сумському краєзнавчому музею передали в дар унікальну археологічну знахідку,Історія,uk
Зісельс: За будівництвом тимчасової синагоги у Бабиному Яру стоїть спроба Росії спровокувати внутрішній конфлікт в Україні,Історія,uk
У Львові відбудеться Міжнародний Симпозіум: «Михайло Грушевський: знане і незнане»,Історія,uk
В Україні створили анімаційний мультик про великих меценатів Ханенків,Історія,uk
У Вінниці відкрилася виставка про Українську революцію на Поділлі,Історія,uk
"14 травня стане Днем пам'яті українців, які рятували євреїв у Голокост, - рішення ВР",Історія,uk
У Мюнхені невідомі вчинили акт вандалізму на могилі Степана Бандери,Історія,uk
В Єгипті археологи знайшли найдавнішу у світі броварню,Історія,uk
У Держархіві виявили 100-річний документ щодо необхідності закону про державну мову,Історія,uk
"Майже повне зникнення магнітного поля Землі 42 тис. років тому могло призвести до вимирання неандертальців, - науковці",Історія,uk
Науковцям вдалося виділити &quot;неймовірно стару&quot; ДНК мамонтів,Історія,uk
Зеленський: У рамках &quot;Великої реставрації&quot; в подальші три роки оновлять близько 150 об'єктів в Україні,Історія,uk
"ДАРТ опублікувало добірку туристичних місць, пов‘язаних із Лесею Українкою",Історія,uk
Президентське подружжя оглянуло виставку &quot;Леся Українка: 150 імен&quot;,Історія,uk
Лише чотири дні у Львові можна буде побачити унікальний мультимедійний проєкт,Історія,uk
Біля Львова вшанували пам'ять головного командира УПА Романа Шухевича,Історія,uk
Ткаченко: Проєкт &quot;Велика реставрація&quot; охопить 150 об’єктів,Історія,uk
Науковці відтворили найстаріший у світі аналоговий комп'ютер віком понад 2 тис. років,Історія,uk
На Тернопільщині знайшли кам’яний саркофаг віком близько 5 тис. років,Історія,uk
Товариство українців представило дослідження про перебування Марії Заньковецької у Фінляндії,Історія,uk
У Болгарії знайшли 7000-річний запис невідомою науці мовою,Історія,uk
У Львові презентували унікальну книжку про ЗУНР і сучасну війну на сході України,Історія,uk
У Сполучених Штатах інженери створили реалістичного робота-дельфіна,Технології,uk
"З'явився мобільний чат-бот, що ""перекладає"" суржик українською мовою",Технології,uk
В Європі почалися роботи над створенням апарату для прибирання космічного сміття,Технології,uk
На Вінниччині відкрили завод з глибокої переробки кукурудзи,Технології,uk
Акції Tesla зросли на $40 млрд за годину,Технології,uk
Очільником служби безпеки Twitter став відомий хакер,Технології,uk
Google дозволив своїм працівникам до вересня працювати за гібридним графіком,Технології,uk
У роботі Telegram стався глобальний збій,Технології,uk
Співзасновник Skype назвав головні загрози людству,Технології,uk
У Швейцарії представили прототип міського аеротаксі з вертикальним зльотом,Технології,uk
"Microsoft розробила технологію, що дає змогу створити віртуальну копію людини",Технології,uk
NASA побудує базу за зворотною стороною Місяця,Технології,uk
"Технічний прогрес – небезпечна ілюзія, в полоні якої ми перебуваємо",Технології,uk
У США заборонили 8 китайських додатків,Технології,uk
"Bitcoin споживає більше електроенергії, ніж уся Аргентина, - дослідження Кембриджського університету",Технології,uk
"Хакери з України завдали шкоди банкам Європи та США на 2,5 млрд доларів",Технології,uk
У США створять кібергрупу для розслідування  злому систем Microsoft,Технології,uk
Ілон Маск спростовує звинувачення Китаю у шпигунстві за допомогою електрокарів Tesla,Технології,uk
"Чехія видала США двох українських хакерів, їм загрожує до 20 років в'язниці",Технології,uk
Хакери атакували 9 державних відомств США,Технології,uk
Український стартап запускає розробку електровелосипедів в Україні,Технології,uk
SpaceX готується запустити на орбіту нову партію супутників Starlink,Технології,uk
У Facebook стався витік даних понад 500 млн користувачів,Технології,uk
У додатку Дія з'явиться електронний підпис,Технології,uk
Як швидше та безпечніше заряджати електромобіль,Транспорт,uk
"У темний час доби під час руху проїжджою частиною або узбіччям пішоходи мають використовувати світлоповертальні елементи, - Кабмін",Транспорт,uk
"Зупинка громадського транспорту призвела б до повного локдауну, - Степанов",Транспорт,uk
"У вінницькому громадському транспорті почали встановлювали лічильники, щоб порахувати ""зайців""",Транспорт,uk
"""Відсутність державної політики у транспорті веде галузь до занепаду"", — Олександр Скічко",Транспорт,uk
Пасажиропотік київського метро зараз на 40% менше ніж торік,Транспорт,uk
"COST Ukraine позитивно оцінив системні зміни ""Укравтодору"" у 2020 році",Транспорт,uk
"""У 2020 не було пріоритетних регіонів, ремонти доріг відбувалися по всій країні"", — нардеп",Транспорт,uk
"""МАУ""  звільняє 140 пілотів через пандемію і просить фінансової допомоги у президента",Транспорт,uk
У Вінниці на зупинках громадського транспорту встановлюють електронні інформаційні табло,Транспорт,uk
Вінниця чекає про нову партію швейцарських трамваїв,Транспорт,uk
Цього року прикордонники отримають ще десять гелікоптерів Airbus Н125,Транспорт,uk
В Україні змінять правила реєстрації автомобілів,Транспорт,uk
УЗ призначила додаткові рейси поїздів на свята,Транспорт,uk
"На кордоні України зріс пасажиропотік, переважна більшість - українці, які повертаються з ЄС",Транспорт,uk
У новорічну ніч столичний транспорт працюватиме довше,Транспорт,uk
"Український логістичний альянс звинуватив посадовців ""Укрзалізниці"" у зловживаннях",Транспорт,uk
"В Києві встановили нові дорожні знаки ""Зміна покриття""",Транспорт,uk
"Тарифи ""Укрзалізниці"" мають бути однаковими для всіх — Всеукраїнський Конгрес Фермерів",Транспорт,uk
